Title,Authors,Source Title,Publication Year,Volume,Issue,Beginning Page,Ending Page,DOI,Total Citations
"THE CURRENT SITUATION AND RECENT CHANGES IN VEGETATION INDICES (VIS) IN FORESTED CITIES WITH DRY CLIMATES: THE CASE OF THE MENDOZA METROPOLITAN AREA, ARGENTINA","Edith Arboit, Mariela; Silvia Maglione, Dora",URBANO,2018,21,38,18,35,10.22320/07183607.2018.21.38.02,0
"Urban green space availability in Bathinda City, India","Singh, Kiran Kumari",ENVIRONMENTAL MONITORING AND ASSESSMENT,2018,190,11,,,10.1007/s10661-018-7053-0,0
An Evaluation of Local Comprehensive Plans Toward Sustainable Green Infrastructure in US,"Kim, Hyun Woo; Tho Tran",SUSTAINABILITY,2018,10,11,,,10.3390/su10114143,0
An Analysis of the Changes in the Structure of Allotment Gardens in Poland and of the Process of Regulating Legal Status,"Trembecka, Anna; Kwartnik-Pruc, Anita",SUSTAINABILITY,2018,10,11,,,10.3390/su10113829,0
Simulation modeling for a resilience improvement plan for natural disasters in a coastal area,"Song, Kihwan; You, Soojin; Chon, Jinhyung",ENVIRONMENTAL POLLUTION,2018,242,,1970,1980,10.1016/j.envpol.2018.07.057,0
Moving forward in implementing green infrastructures: Stakeholder perceptions of opportunities and obstacles in a major North American metropolitan area,"Bissonnette, Jean-Francois; Dupras, Jerome; Messier, Christian; Lechowicz, Martin; Dagenais, Danielle; Paquette, Alain; Jaeger, Jochen A. G.; Gonzalez, Andrew",CITIES,2018,81,,61,70,10.1016/j.cities.2018.03.014,0
Fine-scale analysis of urban flooding reduction from green infrastructure: An ecosystem services approach for the management of water flows,"Maragno, Denis; Gaglio, Mattias; Robbi, Martina; Appiotti, Federica; Fano, Elisa Anna; Gissi, Elena",ECOLOGICAL MODELLING,2018,386,,1,10,10.1016/j.ecolmodel.2018.08.002,0
"Exploring the potential of urban park size for the provision of ecosystem services to urban centres: A case study in Sao Paulo, Brazil","Almeida, C. M. V. B.; Mariano, M. V.; Agostinho, F.; Liu, G. Y.; Giannetti, B. F.",BUILDING AND ENVIRONMENT,2018,144,,450,458,10.1016/j.buildenv.2018.08.036,0
Field evaluation of precipitation interception potential of green facades,"Tiwary, A.; Godsmark, K.; Smethurst, J.",ECOLOGICAL ENGINEERING,2018,122,,69,75,10.1016/j.ecoleng.2018.07.026,0
"INTEGRATED TEACHING AND PRACTICE: GREEN INFRASTRUCTURE PLANNING AND GREEN ROOF PERFORMANCE IN A SEMI-ARID CAMPUS ENVIRONMENT, USA","Bo, Yang; Mesner, Nancy; Drew, McKenna; Durfee, David",LANDSCAPE ARCHITECTURE FRONTIERS,2018,6,5,44,59,10.15302/J-LAF-20180504,0
Influence of the raising system on phagocytosis in the endangered Danube salmon (Hucho hucho),"Cerbu, Constantin Gheorghe; Spinu, Marina; Sandru, Carmen Dana; Vasiu, Aurel; Olah, Diana; Brudasca, Gheorghe Florinel",GLOBAL ECOLOGY AND CONSERVATION,2018,16,,,,10.1016/j.gecco.2018.e00514,0
Estimates of accessible food resources for pollinators in urban landscapes should take landscape friction into account,"Johansson, Victor; Koffman, Anna; Hedblom, Marcus; Deboni, Giulio; Andersson, Petter",ECOSPHERE,2018,9,10,,,10.1002/ecs2.2486,0
Da Nang Green Space System Planning: An Ecology Landscape Approach,"Duy Thinh Do; Huang, Jiayu; Cheng, Yuning; Thi Cat Tuong Truong",SUSTAINABILITY,2018,10,10,,,10.3390/su10103506,0
Implementing Green Infrastructures beyond Protected Areas,"Lai, Sabrina; Leone, Federica; Zoppi, Corrado",SUSTAINABILITY,2018,10,10,,,10.3390/su10103544,0
Including uncertainty in valuing blue and green infrastructure for stormwater management,"Ashley, Richard; Gersonius, Berry; Digman, Christopher; Horton, Bruce; Smith, Brian; Shaffer, Paul",ECOSYSTEM SERVICES,2018,33,,237,246,10.1016/j.ecoser.2018.08.011,0
Integrating natural and engineered remediation strategies for water quality management within a low-impact development (LID) approach,"Garg, Mohit; Valeo, Caterina; Gupta, Rishi; Prasher, Shiv; Sharma, Neeta Raj; Constabel, Peter",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2018,25,29,29304,29313,10.1007/s11356-018-2963-5,0
The impact of rainfall in remobilising particulate matter accumulated on leaves of four evergreen species grown on a green screen and a living wall,"Weerakkody, Udeshika; Dover, John W.; Mitchell, Paul; Reiling, Kevin",URBAN FORESTRY & URBAN GREENING,2018,35,,21,31,10.1016/j.ufug.2018.07.018,0
Low-maintenance green tram tracks as a socially acceptable solution to greening a city,"Sikorski, Piotr; Winska-Krysiak, Marzena; Chormanski, Jaroslaw; Krauze, Kinga; Kubacka, Katarzyna; Sikorska, Daria",URBAN FORESTRY & URBAN GREENING,2018,35,,148,164,10.1016/j.ufug.2018.08.017,0
GIS-based assessment of ecosystem service demand concerning green infrastructure line-side vegetation,"Hoerbinger, Stephan; Immitzer, Markus; Obriejetan, Michael; Rauch, Hans Peter",ECOLOGICAL ENGINEERING,2018,121,,114,123,10.1016/j.ecoleng.2017.06.030,0
A factor analysis of landscape metrics of particles deposited on leaf surface,"Lin, Lin; Chen, Guojian; Yan, Jingli; Tang, Rongli; Yuan, Xiu; Yin, Zhe; Zhang, Rui",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2018,25,28,28391,28402,10.1007/s11356-018-2804-6,0
Plant chemistry associated dynamic modelling to enhance urban vegetation carbon sequestration potential via bioenergy harvesting,"Chan, Ka -Lai; Dong, Chengyu; Wong, Man Sing; Kim, Lee-Hyung; Leu, Shao-Yuan",JOURNAL OF CLEANER PRODUCTION,2018,197,,1084,1094,10.1016/j.jclepro.2018.06.233,0
Comparing macroinvertebrate assemblages at organic-contaminated river sites with different zinc concentrations: Metal-sensitive taxa may already be absent,"Iwasaki, Yuichi; Kagaya, Takashi; Matsuda, Hiroyuki",ENVIRONMENTAL POLLUTION,2018,241,,272,278,10.1016/j.envpol.2018.05.041,0
Assessing bird avoidance of high-contrast lights using a choice test approach: implications for reducing human-induced avian mortality,"Goller, Benjamin; Blackwell, Bradley F.; DeVault, Travis L.; Baumhardt, Patrice E.; Fernandez-Juricic, Esteban",PEERJ,2018,6,,,,10.7717/peerj.5404,0
Landscape Structures Affect Risk of Canine Distemper in Urban Wildlife,"Gras, Pierre; Knuth, Sarah; Boerner, Konstantin; Marescot, Lucile; Benhaiem, Sarah; Aue, Angelika; Wittstatt, Ulrich; Kleinschmit, Birgit; Kramer-Schadt, Stephanie",FRONTIERS IN ECOLOGY AND EVOLUTION,2018,6,,,,10.3389/fevo.2018.00136,0
Engineering Analysis of Plant and Fungal Contributions to Bioretention Performance,"Taylor, Alex; Wetzel, Jill; Mudrock, Emma; King, Kennith; Cameron, James; Davis, Jay; McIntyre, Jenifer",WATER,2018,10,9,,,10.3390/w10091226,0
Applying Soil Health Indicators to Encourage Sustainable Soil Use: The Transition from Scientific Study to Practical Application,"Griffiths, Bryan S.; Faber, Jack; Bloem, Jaap",SUSTAINABILITY,2018,10,9,,,10.3390/su10093021,0
Green and brown infrastructures support a landscape-level implementation of ecological engineering,"Mander, Ulo; Kull, Ain; Uuemaa, Evelyn; Moisja, Kiira; Kulvik, Mart; Kikas, Tambet; Raet, Janar; Tournebize, Julien; Sepp, Kalev",ECOLOGICAL ENGINEERING,2018,120,,23,35,10.1016/j.ecoleng.2018.05.019,0
The effect of flexible vegetation on flow in drainage channels: Estimation of roughness coefficients at the real scale,"Errico, A.; Pasquino, V; Maxwald, M.; Chirico, G. B.; Solari, L.; Preti, F.",ECOLOGICAL ENGINEERING,2018,120,,411,421,10.1016/j.ecoleng.2018.06.018,0
"Linear Parks and the Political Ecologies of Permeability: Environmental displacement in SAo Paulo, Brazil","Millington, Nate",INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH,2018,42,5,864,881,10.1111/1468-2427.12657,0
Covariation in urban birds providing cultural services or disservices and people,"Cox, Daniel T. C.; Hudson, Hannah L.; Plummer, Kate E.; Siriwardena, Gavin M.; Anderson, Karen; Hancock, Steven; Devine-Wright, Patrick; Gaston, Kevin J.",JOURNAL OF APPLIED ECOLOGY,2018,55,5,2308,2319,10.1111/1365-2664.13146,0
Plant diversity in cities: call for assessment and conservation,"Singh, Ashutosh Kumar; Singh, Hema; Singh, J. S.",CURRENT SCIENCE,2018,115,3,428,435,10.18520/cs/v115/i3/428-435,0
Pathways to Coastal Resiliency: The Adaptive Gradients Framework,"Hamin, Elisabeth M.; Abunnasr, Yaser; Dilthey, Max Roman; Judge, Pamela K.; Kenney, Melissa A.; Kirshen, Paul; Sheahan, Thomas C.; DeGroot, Don J.; Ryan, Robert L.; McAdoo, Brain G.; Nurse, Leonard; Buxton, Jane A.; Sutton-Grier, Ariana E.; Albright, Elizabeth A.; Marin, Marielos Arlen; Fricke, Rebecca",SUSTAINABILITY,2018,10,8,,,10.3390/su10082629,0
"Public perceptions and attitudes toward green infrastructure on buildings: The case of the metropolitan area of Athens, Greece","Tsantopoulos, Georgios; Varras, Gregory; Chiotelli, Ekaterini; Fotia, Konstantina; Batou, Maria",URBAN FORESTRY & URBAN GREENING,2018,34,,181,195,10.1016/j.ufug.2018.06.017,0
Planning for a green city: The Green Factor tool,"Juhola, Sirkku",URBAN FORESTRY & URBAN GREENING,2018,34,,254,258,10.1016/j.ufug.2018.07.019,0
"The impact of the implementation of Bus Rapid Transit (BRT) on the trees of the central region of Palmas, Tocantins","Pinheiro, Renato Torres; Marcelino, Dianes Gomes; de Moura, Dieyson Rodrigues",DESENVOLVIMENTO E MEIO AMBIENTE,2018,46,,211,228,10.5380/dma.v46i0.55981,0
Business attitudes towards funding ecosystem services provided by urban forests,"Davies, Helen J.; Doick, Kieron J.; Hudson, Malcolm D.; Schaafsma, Marije; Schreckenberg, Kate; Valatin, Gregory",ECOSYSTEM SERVICES,2018,32,,159,169,10.1016/j.ecoser.2018.07.006,0
"The concept of green infrastructure and urban landscape planning: a challenge for urban forestry planning in Belgrade, Serbia","Vasiljevic, Nevena; Radic, Boris; Gavrilovic, Suzana; Sljukic, Biljana; Medarevic, Milan; Ristic, Ratko",IFOREST-BIOGEOSCIENCES AND FORESTRY,2018,11,,491,498,10.3832/ifor2683-011,0
Effectiveness of landscape-based green infrastructure for stormwater management in suburban catchments,"Woznicki, Sean A.; Hondula, Kelly L.; Jarnagin, S. Taylor",HYDROLOGICAL PROCESSES,2018,32,15,2346,2361,10.1002/hyp.13144,0
Benchmarking Nature-Based Solution and Smart City Assessment Schemes Against the Sustainable Development Goal Indicator Framework,"Wendling, Laura A.; Huovila, Aapo; Castell-Rudenhausen, Malin Zu; Hukkalainen, Mari; Airaksinen, Miimu",FRONTIERS IN ENVIRONMENTAL SCIENCE,2018,6,,,,10.3389/fenvs.2018.00069,0
"Clustering or Scattering? The Spatial Distribution of Cropland in a Metropolitan Region, 1960-2010","Colantoni, Andrea; Zambon, Ilaria; Gras, Maria; Mosconi, Enrico Maria; Stefanoni, Alessandra; Salvati, Luca",SUSTAINABILITY,2018,10,7,,,10.3390/su10072584,0
Potential of Particle Matter Dry Deposition on Green Roofs and Living Walls Vegetation for Mitigating Urban Atmospheric Pollution in Semiarid Climates,"Viecco, Margareth; Vera, Sergio; Jorquera, Hector; Bustamante, Waldo; Gironas, Jorge; Dobbs, Cynnamon; Leiva, Eduardo",SUSTAINABILITY,2018,10,7,,,10.3390/su10072431,0
"Is there more than meets the eye? Seed bank analysis of a typical novel ecosystem, the extensive green roof","Vanstockem, Jan; Ceusters, Christiaan; Van Dyck, Karen; Somers, Ben; Hermy, Martin",APPLIED VEGETATION SCIENCE,2018,21,3,419,430,10.1111/avsc.12383,0
Urban Park Systems to Support Sustainability: The Role of Urban Park Systems in Hot Arid Urban Climates,"Kim, Gunwoo; Coseo, Paul",FORESTS,2018,9,7,,,10.3390/f9070439,0
Island topographies to reduce short-circuiting in stormwater detention ponds and treatment wetlands,"Guzman, Celina Balderas; Cohen, Samantha; Xavier, Manoel; Swingle, Tyler; Qiu, Waishan; Nepf, Heidi",ECOLOGICAL ENGINEERING,2018,117,,182,193,10.1016/j.ecoleng.2018.02.020,0
Who Manages Space? Eco-DRR and the Local Community,"Dalimunthe, Syarifah Aini",SUSTAINABILITY,2018,10,6,,,10.3390/su10061705,0
Defining Priority Land Covers that Secure the Livelihoods of Urban and Rural People in Ethiopia: a Case Study Based on Citizens' Preferences,"Elbakidze, Marine; Gebrehiwot, Mersha; Angelstam, Per; Yamelynets, Taras; Surova, Diana",SUSTAINABILITY,2018,10,6,,,10.3390/su10061701,0
A Comparative Approach to Artificial and Natural Green Walls According to Ecological Sustainability,"Meral, Alperen; Basaran, Nermin; Yalcinalp, Emrah; Dogan, Ezgi; Ak, Mehmet Kivanc; Eroglu, Engin",SUSTAINABILITY,2018,10,6,,,10.3390/su10061995,0
Deinking sludge in the substrate reduces the fertility and enhances the plant species richness of extensive green roofs,"Vannucchi, Francesca; Pini, Roberto; Scatena, Manuele; Benelli, Giovanni; Canale, Angelo; Bretzel, Francesca",ECOLOGICAL ENGINEERING,2018,116,,87,96,10.1016/j.ecoleng.2018.02.027,0
Defining Green Infrastructure: Integrated methodological proposal using spatial analysis,"Aguilera Benavente, Francisco; Rodriguez Espinosa, Victor Manuel; Gomez Delgado, Montserrat",DOCUMENTS D ANALISI GEOGRAFICA,2018,64,2,313,337,10.5565/rev/dag.419,0
Comparisons of south Florida's seawall and natural mangrove stands reveal similar structural attributes,"Timm, Michael R.; Araujo, Rafael J.",URBAN FORESTRY & URBAN GREENING,2018,32,,7,20,10.1016/j.ufug.2018.03.013,0
Multi-criteria Approach for Selection of Green and Grey Infrastructure to Reduce Flood Risk and Increase CO-benefits,"Alves, Alida; Gersonius, Berry; Sanchez, Arlex; Vojinovic, Zoran; Kapelan, Zoran",WATER RESOURCES MANAGEMENT,2018,32,7,2505,2522,10.1007/s11269-018-1943-3,0
Some European green roof norms and guidelines through the lens of biodiversity: Do ecoregions and plant traits also matter?,"Catalano, Chiara; Laudicina, Vito Armando; Badalucco, Luigi; Guarino, Riccardo",ECOLOGICAL ENGINEERING,2018,115,,15,26,10.1016/j.ecoleng.2018.01.006,0
"Identifying conservation priorities and management strategies based on ecosystem services to improve urban sustainability in Harbin, China","Qu, Yi; Lu, Ming",PEERJ,2018,6,,,,10.7717/peerj.4597,0
Nitrogen Removal in Greywater Living Walls: Insights into the Governing Mechanisms,"Fowdar, Harsha S.; Deletic, Ana; Hatt, Belinda E.; Cook, Perran L. M.",WATER,2018,10,4,,,10.3390/w10040527,0
Vegetation cover in relation to socioeconomic factors in a tropical city assessed from sub-meter resolution imagery,"Martinuzzi, Sebastian; Ramos-Gonzalez, Olga M.; Munoz-Erickson, Tischa A.; Locke, Dexter H.; Lugo, Ariel E.; Radeloff, Volker C.",ECOLOGICAL APPLICATIONS,2018,28,3,681,693,10.1002/eap.1673,0
Bird diversity of greenspaces in the densely developed city centre of Taipei,"Shih, Wan-Yu",URBAN ECOSYSTEMS,2018,21,2,379,393,10.1007/s11252-017-0720-z,0
Exploring the co-benefits of urban green infrastructure improvements for businesses and workers' wellbeing,"Cinderby, Steve; Bagwell, Sue",AREA,2018,50,1,126,135,10.1111/area.12361,0
"Implementing green infrastructure policy in agricultural landscapes-scenarios for Saxony-Anhalt, Germany","Schmidt, Jenny; Hauck, Jennifer",REGIONAL ENVIRONMENTAL CHANGE,2018,18,3,899,911,10.1007/s10113-017-1241-2,0
Modeling ozone uptake by urban and peri-urban forest: a case study in the Metropolitan City of Rome,"Fusaro, Lina; Mereu, Simone; Salvatori, Elisabetta; Agliari, Elena; Fares, Silvano; Manes, Fausto",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,2018,25,9,8190,8205,10.1007/s11356-017-0474-4,0
Island biogeography of insect conservation in urban green spaces,"Fattorini, Simone; Mantoni, Cristina; De Simoni, Livia; Galassi, Diana M. P.",ENVIRONMENTAL CONSERVATION,2018,45,1,1,10,10.1017/S0376892917000121,0
Potential of combined Water Sensitive Urban Design systems for salinity treatment in urban environments,"Kazemi, Fatemeh; Golzarian, Mahmood Reza; Myers, Baden",JOURNAL OF ENVIRONMENTAL MANAGEMENT,2018,209,,169,175,10.1016/j.jenvman.2017.12.046,0
Functional Land Management: Bridging the Think-Do-Gap using a multi-stakeholder science policy interface,"O'Sullivan, Lilian; Wall, David; Creamer, Rachel; Bampa, Francesca; Schulte, Rogier P. O.",AMBIO,2018,47,2,216,230,10.1007/s13280-017-0983-x,0
GREEN INFRASTRUCTURE AS A DETERMINANT OF THE QUALITY OF URBAN LIFE AND A BARRIER TO THE DEVELOPMENT OF A CITY: A CASE STUDY,"Szczepanska, Agnieszka; Wasilewicz-Pszczolkowska, Monika",GEOGRAPHIA POLONICA,2018,91,4,469,487,10.7163/GPol.0131,0
"Setting the Standard for Green Infrastructure: The Need for, and Features of, a Benchmark in England","Calvert, Tom; Sinnett, Danielle; Smith, Nick; Jerome, Gemma; Burgess, Sarah; King, Louise",PLANNING PRACTICE AND RESEARCH,2018,33,5,558,573,10.1080/02697459.2018.1531580,0
Identification and characterization of the Green and Blue infrastructures of the Regional Natural Park of the Ardennes: comparison of approaches by habitat and environmental permeability,"Locquet, Alexandra; Clauzel, Celine",CYBERGEO-EUROPEAN JOURNAL OF GEOGRAPHY,2018,,,,,10.4000/cybergeo.29864,0
MACROECOLOGICAL RESEARCH IN BOREAL FOREST REVEALS THE EFFECTS OF MOOSE ON ECONOMICALLY AND ECOLOGICALLY IMPORTANT TREE SPECIES,"Angelstam, Per; Pedersen, Simen; Manton, Michael",LESNOY ZHURNAL-FORESTRY JOURNAL,2018,,4,9,18,10.17238/issn0536-1036.2018.4.9,0
The Results of Thinning on Drain Lands of the Vologda Region,"Marinichev, E. A.",LESNOY ZHURNAL-FORESTRY JOURNAL,2018,,4,70,78,10.17238/issn0536-1036.2018.4.70,0
Environmental sustainability in cities by biophilic city approach: a case study of Tehran,"Ziari, Keramatollah; Pourahmad, Ahmad; Mehrabani, Bagher Fotouhi; Hosseini, Ali",INTERNATIONAL JOURNAL OF URBAN SCIENCES,2018,22,4,486,516,10.1080/12265934.2018.1425153,0
"The ecological framework of Russian major cities: spatial structure, territorial planning and main problems of development","Klimanova, Oxana A.; Kolbowsky, Eugeny Yu.; Illarionova, Olga A.",VESTNIK OF SAINT PETERSBURG UNIVERSITY EARTH SCIENCES,2018,63,2,127,146,10.21638/11701/spbu07.2018.201,0
"Mapping and Quantifying Variations in Ecosystem Services of Urban Green Spaces: A Test Case of Carbon Sequestration at the District Scale for Seoul, Korea (1975-2015)","Han, Yiwen; Kang, Wanmo; Song, Youngkeun",INTERNATIONAL REVIEW FOR SPATIAL PLANNING AND SUSTAINABLE DEVELOPMENT,2018,6,3,110,120,10.14246/irspsd.6.3_110,0
Expanding the social performance of food production landscapes: measuring health and well-being benefits,"Burke, Ellen",LANDSCAPE RESEARCH,2018,43,5,587,599,10.1080/01426397.2017.1353069,0
Knoxville's urban wilderness: Moving toward sustainable multifunctional management,"Zefferman, Emily P.; McKinney, Michael L.; Cianciolo, Thomas; Fritz, Bridgette I.",URBAN FORESTRY & URBAN GREENING,2018,29,,357,366,10.1016/j.ufug.2017.09.002,0
An Approach to Evaluate Comprehensive Plan and Identify Priority Lands for Future Land Use Development to Conserve More Ecological Values,"Zhou, Long; Wu, Yao; Woodfin, Tom; Zhu, Rong; Chen, Tian",SUSTAINABILITY,2018,10,1,,,10.3390/su10010126,0
Spatial distribution and temporal variation of chemical properties of drainage watercourses in rural and peri-urban areas of Novi Sad (Serbia)-a case study,"Savic, Radovan; Ondrasek, Gabrijel; Blagojevic, Bosko; Kovacic, Marina Bubalo; Zemunac, Rados",ENVIRONMENTAL MONITORING AND ASSESSMENT,2018,190,1,,,10.1007/s10661-017-6432-2,0
Are Romanian urban strategies planning for green?,"Nita, Mihai-Razvan; Anghel, Ana-Maria; Banescu, Cristina; Munteanu, Ana-Maria; Pesamosca, Sabina-Stella; Zetu, Mihut; Popa, Ana-Maria",EUROPEAN PLANNING STUDIES,2018,26,1,158,173,10.1080/09654313.2017.1382446,0
